date,cases,hospitalization_rate,death_rate,vaccination_rate,temperature,humidity,air_quality_index,mobility_index,public_transport_usage,gathering_events
2025-10-09 12:38:41.194387,457,10.443373598197606,4.872407998663218,66.09229218180369,34.05916383183221,81.17424018593812,180,84.41461365589376,72.1753735488993,38.97882215126427
2025-10-10 12:38:41.194387,721,10.968028983144173,3.290675395609471,84.14016329572152,28.20306992239203,64.90960482547229,173,89.94882007522948,79.08283558013977,23.9063609993665
2025-10-11 12:38:41.194387,320,9.027416171762532,1.7482154372248973,62.12553691483004,30.805596171565874,76.0515927616162,144,74.6741621918254,79.13225932302339,42.88622642592344
2025-10-12 12:38:41.194387,317,12.72298456154406,1.6563187581308714,78.60004858652056,28.32974587460395,83.21419446251117,82,83.96819741974244,63.09261118060778,25.61042496884967
2025-10-13 12:38:41.194387,337,5.287473688442512,1.6234355068068442,87.6003915761639,29.296488527676793,65.3867896281426,94,71.60682813608572,81.37349196586055,10.84405403890145
2025-10-14 12:38:41.194387,542,10.274168592556823,4.408696459603595,77.22459575021811,27.4455597692402,83.21256881169555,161,73.16818282267708,64.5077195599746,31.138533174559786
2025-10-15 12:38:41.194387,963,16.796868535506302,3.0014598066706952,74.73389349766565,27.439850583673177,84.63628451538214,199,87.19091075223815,77.27159179299707,46.66996303791397
2025-10-16 12:38:41.194387,357,5.802212067931362,1.6172503449821625,64.49817816636482,30.133809188649344,87.88679168889684,111,89.26314168854695,77.5077901115897,28.85871813730658
2025-10-17 12:38:41.194387,170,10.116539853740512,3.623920685021241,82.37765005204574,31.3326423214458,76.56064582286042,106,71.81805006418217,86.40574976472186,37.238917986072074
2025-10-18 12:38:41.194387,563,7.47433608357969,3.0930706790774325,74.24210686969329,26.069214202068924,71.6136341518627,124,91.61633300906618,89.2642587197482,42.847084899352325
2025-10-19 12:38:41.194387,989,19.935563667683702,3.0625022099374526,73.78817549125019,32.763796394829996,65.23642446509216,105,88.05894481779319,65.543438901683,36.69936299435662
2025-10-20 12:38:41.194387,770,8.955824221733106,0.6063014469836483,77.33821840206085,33.66886278500584,81.7382935245943,145,82.8179001370961,66.72967187451572,29.581663627375804
2025-10-21 12:38:41.194387,912,13.3048453155135,4.167133767419161,71.57180779030156,32.140542794287555,72.73591277858185,196,78.47493423445434,84.87764113350104,43.208321756624045
2025-10-22 12:38:41.194387,884,13.22354913876862,2.464998692141352,75.81507760659319,28.935800332140452,72.20727507283105,101,80.36566061062378,82.25761293658138,36.37683343675582
2025-10-23 12:38:41.194387,539,18.02506211878837,3.93379062036847,87.67517583915865,34.49270389922286,71.2867235664202,95,70.97028521448257,67.68145704431448,41.40648256368821
2025-10-24 12:38:41.194387,196,15.287630152181327,3.18775511536013,67.79793231146344,25.805159790838363,62.71913519752706,71,73.22765484911041,65.92003158921662,19.022070916424894
2025-10-25 12:38:41.194387,814,19.705818904180973,4.117158516851159,60.05903179098045,34.5230416866097,72.95918902113505,57,86.16811869273874,74.929627049181,49.403886895607684
2025-10-26 12:38:41.194387,949,10.418779465272724,1.3998325571711405,86.55175465364725,28.080473092193902,62.73877148634015,179,91.47967256471497,83.98676771303278,47.07168388162995
2025-10-27 12:38:41.194387,520,8.242701968348811,1.312620530383095,72.82921166543578,32.34316706753005,87.67594656957951,60,88.37643771165789,69.5842541682859,20.41138720013003
2025-10-28 12:38:41.194387,461,12.434755467895709,4.146976618825141,87.7989663487493,33.91747909457132,73.19490517298621,166,90.86459756544055,61.84503669917395,31.634267502458712
2025-10-29 12:38:41.194387,610,14.955244352828867,1.6397338034750026,84.5691360442676,34.554673479352616,73.41454967290795,110,77.18990251724063,73.9257048865135,11.282277633934047
2025-10-30 12:38:41.194387,923,7.339263700506723,1.4847374597049925,82.16636512362724,25.518686654292534,80.69487950747487,167,84.42400697441815,83.91122091855647,42.757784632345526
2025-10-31 12:38:41.194387,480,13.585260593636171,3.532734665015583,84.10051723469957,28.938289760684505,80.4360722507353,163,71.24681170749622,89.00660684695738,29.156044096695304
2025-11-01 12:38:41.194387,943,13.663593225889564,3.0873753908299597,83.43138526141527,25.711784079247824,85.47687467335824,112,91.41933110254826,77.8948950815741,37.24878420227114
2025-11-02 12:38:41.194387,935,11.711385963704778,4.072053870747721,89.80362780895386,27.31241741082607,81.49855761038637,170,90.30780617590314,82.3672631040088,18.057580097104463
2025-11-03 12:38:41.194387,207,10.717272785170373,1.7967546312729001,82.12542016728422,25.501615974624904,86.05552586725051,180,80.55386677320594,61.69150576110814,11.565430617862447
2025-11-04 12:38:41.194387,600,17.735346275400293,4.0096912311366335,76.66167837736755,33.99449633578928,66.15507327659303,101,79.56535519081946,74.4991670634026,49.24286963310792
